zpid,city,state,zipcode,latitude,longitude,price,bathrooms,bedrooms,living_area,home_type,zestimate,country,tax_assessed_value,new_home,construction_type,home_detail_link
2072348967,Salt Lake City,UT,84106,40.705242,-111.85947,849000.0,2.0,3.0,2598.0,SINGLE_FAMILY,,USA,,,,https://www.zillow.com/homedetails/1108-E-Elgin-Ave-S-Salt-Lake-City-UT-84106/2072348967_zpid/
72632530,West Valley City,UT,84128,40.675503,-112.0405,799999.0,5.0,5.0,5131.0,SINGLE_FAMILY,797800.0,USA,667700.0,,,https://www.zillow.com/homedetails/6261-W-Terrace-Ridge-Dr-West-Valley-City-UT-84128/72632530_zpid/
12815101,West Valley City,UT,84120,40.676613,-111.99914,510000.0,2.0,4.0,2072.0,SINGLE_FAMILY,521200.0,USA,380400.0,,,https://www.zillow.com/homedetails/4329-S-Mignon-Dr-West-Valley-City-UT-84120/12815101_zpid/
12741992,West Valley City,UT,84119,40.715977,-111.93539,379888.0,1.0,3.0,925.0,SINGLE_FAMILY,387700.0,USA,299100.0,,,https://www.zillow.com/homedetails/2525-S-Lester-St-West-Valley-City-UT-84119/12741992_zpid/
12738716,Salt Lake City,UT,84104,40.753315,-111.91732,595000.0,2.0,3.0,2039.0,SINGLE_FAMILY,613200.0,USA,345300.0,,,https://www.zillow.com/homedetails/728-S-900-W-Salt-Lake-City-UT-84104/12738716_zpid/
12746447,West Valley City,UT,84120,40.702606,-111.997475,525000.0,3.0,5.0,2364.0,SINGLE_FAMILY,536200.0,USA,368200.0,,,https://www.zillow.com/homedetails/3170-S-4440-W-West-Valley-City-UT-84120/12746447_zpid/
12720312,Salt Lake City,UT,84103,40.778088,-111.86829,550000.0,1.0,1.0,2157.0,SINGLE_FAMILY,565100.0,USA,502800.0,,,https://www.zillow.com/homedetails/380-N-K-St-Salt-Lake-City-UT-84103/12720312_zpid/
12759236,Salt Lake City,UT,84105,40.744644,-111.87064,725000.0,2.0,3.0,2390.0,SINGLE_FAMILY,,USA,568200.0,,,https://www.zillow.com/homedetails/1113-S-700-E-Salt-Lake-City-UT-84105/12759236_zpid/
12713019,Salt Lake City,UT,84116,40.78884,-111.93377,464000.0,1.0,3.0,1582.0,SINGLE_FAMILY,484900.0,USA,353100.0,,,https://www.zillow.com/homedetails/887-N-1500-W-Salt-Lake-City-UT-84116/12713019_zpid/
12768252,Salt Lake City,UT,84108,40.732082,-111.83937,684900.0,2.0,4.0,1772.0,SINGLE_FAMILY,701300.0,USA,600400.0,,,https://www.zillow.com/homedetails/1800-E-Blaine-Ave-Salt-Lake-City-UT-84108/12768252_zpid/
12815380,West Valley City,UT,84120,40.677895,-111.99179,509000.0,2.0,5.0,2374.0,SINGLE_FAMILY,519800.0,USA,459000.0,,,https://www.zillow.com/homedetails/4273-S-Deno-Dr-West-Valley-City-UT-84120/12815380_zpid/
12746916,West Valley City,UT,84120,40.693455,-112.003265,420000.0,3.0,4.0,2288.0,SINGLE_FAMILY,431000.0,USA,348700.0,,,https://www.zillow.com/homedetails/3623-S-Richfield-Ct-West-Valley-City-UT-84120/12746916_zpid/
2061538438,West Valley City,UT,84119,40.70453,-111.96897,400000.0,2.0,,2240.0,SINGLE_FAMILY,405200.0,USA,,,,https://www.zillow.com/homedetails/3055-S-Sunrise-Pointe-Ct-West-Valley-City-UT-84119/2061538438_zpid/
12724002,West Valley City,UT,84120,40.699417,-112.0102,505000.0,3.0,4.0,2208.0,SINGLE_FAMILY,516200.0,USA,433000.0,,,https://www.zillow.com/homedetails/3342-S-Shalise-Cir-West-Valley-City-UT-84120/12724002_zpid/
12749650,West Valley City,UT,84120,40.68321,-111.977684,545000.0,2.0,5.0,2412.0,SINGLE_FAMILY,556200.0,USA,401100.0,,,https://www.zillow.com/homedetails/3626-W-Larry-Cir-West-Valley-City-UT-84120/12749650_zpid/
12815032,West Valley City,UT,84120,40.67563,-112.001724,450000.0,2.0,3.0,2670.0,SINGLE_FAMILY,460900.0,USA,391100.0,,,https://www.zillow.com/homedetails/4368-S-4625-W-West-Valley-City-UT-84120/12815032_zpid/
12777894,Salt Lake City,UT,84106,40.716675,-111.8407,699000.0,2.0,3.0,2044.0,SINGLE_FAMILY,716600.0,USA,563700.0,,,https://www.zillow.com/homedetails/2521-S-Kenwood-St-Salt-Lake-City-UT-84106/12777894_zpid/
11920955,Orem,UT,84057,40.3316,-111.69789,599000.0,3.0,5.0,2723.0,SINGLE_FAMILY,621300.0,USA,316300.0,,,https://www.zillow.com/homedetails/1893-N-50-W-Orem-UT-84057/11920955_zpid/
12748542,West Valley City,UT,84120,40.682953,-111.99118,529900.0,3.0,4.0,2208.0,SINGLE_FAMILY,541500.0,USA,428000.0,,,https://www.zillow.com/homedetails/4060-S-4150-W-West-Valley-City-UT-84120/12748542_zpid/
348420477,Orem,UT,84058,40.294598,-111.71804,474900.0,2.0,5.0,2072.0,SINGLE_FAMILY,,USA,,,,https://www.zillow.com/homedetails/162-S-Ridgecrest-Dr-Orem-UT-84058/348420477_zpid/
63341247,West Valley City,UT,84128,40.68659,-112.05118,540000.0,5.0,7.0,1208.0,SINGLE_FAMILY,546900.0,USA,423700.0,,,https://www.zillow.com/homedetails/3909-S-Othello-Way-West-Valley-City-UT-84128/63341247_zpid/
12799044,West Valley City,UT,84120,40.670654,-112.00779,469900.0,2.0,4.0,1707.0,SINGLE_FAMILY,480100.0,USA,341800.0,,,https://www.zillow.com/homedetails/4889-W-Westpoint-Dr-West-Valley-City-UT-84120/12799044_zpid/
12721439,Salt Lake City,UT,84103,40.77109,-111.861305,650000.0,2.0,3.0,2574.0,SINGLE_FAMILY,674500.0,USA,650100.0,,,https://www.zillow.com/homedetails/67-N-P-St-Salt-Lake-City-UT-84103/12721439_zpid/
12757549,Salt Lake City,UT,84111,40.744682,-111.88185,475000.0,2.0,3.0,1340.0,SINGLE_FAMILY,,USA,435000.0,,,https://www.zillow.com/homedetails/318-E-Harvard-Ave-Salt-Lake-City-UT-84111/12757549_zpid/
251206440,Salt Lake City,UT,84103,40.78441,-111.88769,2000000.0,4.0,5.0,4070.0,SINGLE_FAMILY,2017800.0,USA,1297900.0,,,https://www.zillow.com/homedetails/68-E-Columbus-Ct-Salt-Lake-City-UT-84103/251206440_zpid/
72121480,Salt Lake City,UT,84102,40.761692,-111.86585,729000.0,2.0,2.0,1003.0,SINGLE_FAMILY,740200.0,USA,611100.0,,,https://www.zillow.com/homedetails/342-S-900-E-Salt-Lake-City-UT-84102/72121480_zpid/
50216168,Salt Lake City,UT,84102,40.756638,-111.8621,300000.0,1.0,2.0,864.0,CONDO,301800.0,USA,228400.0,,,https://www.zillow.com/homedetails/575-S-1000-E-APT-C-Salt-Lake-City-UT-84102/50216168_zpid/
11915650,Orem,UT,84097,40.314793,-111.66097,1190000.0,6.0,7.0,7094.0,SINGLE_FAMILY,1186100.0,USA,834400.0,,,https://www.zillow.com/homedetails/1466-E-970-N-Orem-UT-84097/11915650_zpid/
348510955,Salt Lake City,UT,84103,40.770893,-111.88611,1199000.0,3.0,3.0,2080.0,CONDO,,USA,,,,https://www.zillow.com/homedetails/131-E-1st-Ave-N-705-Salt-Lake-City-UT-84103/348510955_zpid/
12711910,Salt Lake City,UT,84116,40.79708,-111.94119,280000.0,2.0,2.0,1533.0,TOWNHOUSE,287100.0,USA,236700.0,,,https://www.zillow.com/homedetails/1770-W-Trafalga-Way-APT-D-Salt-Lake-City-UT-84116/12711910_zpid/
11899110,Orem,UT,84097,40.307697,-111.680435,529000.0,2.0,4.0,2484.0,SINGLE_FAMILY,536400.0,USA,313300.0,,,https://www.zillow.com/homedetails/571-N-650-E-Orem-UT-84097/11899110_zpid/
2072009583,Salt Lake City,UT,84105,40.73288,-111.873375,850000.0,4.0,4.0,2491.0,TOWNHOUSE,,USA,,,,https://www.zillow.com/homedetails/620-E-1700-S-UNIT-7-Salt-Lake-City-UT-84105/2072009583_zpid/
12760196,Salt Lake City,UT,84105,40.741978,-111.85565,700000.0,2.0,3.0,2026.0,SINGLE_FAMILY,705100.0,USA,533800.0,,,https://www.zillow.com/homedetails/1233-E-1300-S-Salt-Lake-City-UT-84105/12760196_zpid/
12758492,Salt Lake City,UT,84105,40.748585,-111.87064,660000.0,3.0,3.0,1974.0,SINGLE_FAMILY,640300.0,USA,515300.0,,,https://www.zillow.com/homedetails/947-S-700-E-Salt-Lake-City-UT-84105/12758492_zpid/
12778502,Salt Lake City,UT,84109,40.721687,-111.82833,1650000.0,4.0,4.0,4480.0,SINGLE_FAMILY,1607600.0,USA,1161900.0,,,https://www.zillow.com/homedetails/2263-S-2200-E-Salt-Lake-City-UT-84109/12778502_zpid/
2072771255,Salt Lake City,UT,84106,40.7167,-111.85173,985000.0,3.0,4.0,2394.0,SINGLE_FAMILY,1003900.0,USA,,,,https://www.zillow.com/homedetails/2522-S-Beverly-St-E-Salt-Lake-City-UT-84106/2072771255_zpid/
12758444,Salt Lake City,UT,84105,40.750076,-111.870255,635000.0,2.0,3.0,1440.0,SINGLE_FAMILY,648100.0,USA,543200.0,,,https://www.zillow.com/homedetails/719-E-900-S-Salt-Lake-City-UT-84105/12758444_zpid/
2071363099,Salt Lake City,UT,84104,40.73893,-111.93699,539000.0,4.0,5.0,2486.0,SINGLE_FAMILY,544400.0,USA,,,,https://www.zillow.com/homedetails/1394-S-Utah-St-W-Salt-Lake-City-UT-84104/2071363099_zpid/
12731345,West Valley City,UT,84128,40.69629,-112.04585,450000.0,2.0,3.0,1976.0,SINGLE_FAMILY,456600.0,USA,350100.0,,,https://www.zillow.com/homedetails/6481-W-3500-S-West-Valley-City-UT-84128/12731345_zpid/
2061252258,Salt Lake City,UT,84103,40.771397,-111.88164,290000.0,1.0,1.0,500.0,CONDO,291200.0,USA,,,,https://www.zillow.com/homedetails/86-B-St-APT-30-Salt-Lake-City-UT-84103/2061252258_zpid/
12722263,Salt Lake City,UT,84103,40.77239,-111.84788,3500000.0,6.0,4.0,5617.0,SINGLE_FAMILY,3395100.0,USA,2789700.0,,,https://www.zillow.com/homedetails/1389-E-Military-Way-Salt-Lake-City-UT-84103/12722263_zpid/
12776949,Salt Lake City,UT,84106,40.7207,-111.84154,1150000.0,4.0,5.0,3265.0,SINGLE_FAMILY,1145000.0,USA,699900.0,,,https://www.zillow.com/homedetails/2311-S-1700-E-Salt-Lake-City-UT-84106/12776949_zpid/
348242605,Salt Lake City,UT,84129,40.672405,-111.96018,480000.0,3.0,4.0,2304.0,TOWNHOUSE,,USA,,,,https://www.zillow.com/homedetails/4506-S-Parkbury-Way-W-Salt-Lake-City-UT-84129/348242605_zpid/
82239068,West Valley City,UT,84119,40.718822,-111.93753,364777.0,3.0,3.0,1125.0,TOWNHOUSE,361900.0,USA,307900.0,,,https://www.zillow.com/homedetails/2405-S-Red-Bur-Ct-West-Valley-City-UT-84119/82239068_zpid/
35980040,West Valley City,UT,84118,40.636593,-112.04105,610000.0,3.0,5.0,2806.0,SINGLE_FAMILY,626600.0,USA,451000.0,,,https://www.zillow.com/homedetails/6307-S-Cherry-Valley-Pl-West-Valley-City-UT-84118/35980040_zpid/
67701248,West Valley City,UT,84128,40.69797,-112.05469,350000.0,3.0,2.0,1256.0,TOWNHOUSE,347100.0,USA,344100.0,,,https://www.zillow.com/homedetails/6852-W-Bamburgh-Way-West-Valley-City-UT-84128/67701248_zpid/
71671329,Salt Lake City,UT,84105,40.730415,-111.867,675000.0,1.0,3.0,2172.0,SINGLE_FAMILY,683800.0,USA,561600.0,,,https://www.zillow.com/homedetails/848-E-Downington-Ave-Salt-Lake-City-UT-84105/71671329_zpid/
2076611021,Salt Lake City,UT,84108,40.742966,-111.82911,425000.0,2.0,2.0,891.0,CONDO,,USA,,,,https://www.zillow.com/homedetails/1180-S-Foothill-Dr-E-722-Salt-Lake-City-UT-84108/2076611021_zpid/
341771882,Salt Lake City,UT,84103,40.786087,-111.86956,514900.0,2.0,2.0,1139.0,TOWNHOUSE,511200.0,USA,,,,https://www.zillow.com/homedetails/308-W-Azure-Sky-Ln-12-Salt-Lake-City-UT-84103/341771882_zpid/
12724568,West Valley City,UT,84128,40.700916,-112.04232,579900.0,3.0,6.0,2750.0,SINGLE_FAMILY,592700.0,USA,486200.0,,,https://www.zillow.com/homedetails/3258-S-6320-W-West-Valley-City-UT-84128/12724568_zpid/
12736826,Salt Lake City,UT,84104,40.755466,-111.91636,354900.0,1.0,3.0,832.0,SINGLE_FAMILY,353600.0,USA,278800.0,,,https://www.zillow.com/homedetails/627-S-900-W-Salt-Lake-City-UT-84104/12736826_zpid/
12771321,Salt Lake City,UT,84115,40.739933,-111.88293,564900.0,2.0,3.0,1643.0,SINGLE_FAMILY,,USA,245100.0,,,https://www.zillow.com/homedetails/1372-S-300-E-Salt-Lake-City-UT-84115/12771321_zpid/
12765188,Salt Lake City,UT,84108,40.733295,-111.81732,1175000.0,2.0,4.0,3302.0,SINGLE_FAMILY,1147000.0,USA,865800.0,,,https://www.zillow.com/homedetails/2552-E-1700-S-Salt-Lake-City-UT-84108/12765188_zpid/
11942585,Orem,UT,84057,40.324467,-111.712975,619900.0,4.0,5.0,2749.0,SINGLE_FAMILY,636300.0,USA,352200.0,,,https://www.zillow.com/homedetails/719-W-1500-N-Orem-UT-84057/11942585_zpid/
12757634,Salt Lake City,UT,84111,40.74374,-111.88392,535000.0,2.0,3.0,1666.0,SINGLE_FAMILY,524200.0,USA,452100.0,,,https://www.zillow.com/homedetails/247-E-Kelsey-Ave-Salt-Lake-City-UT-84111/12757634_zpid/
12739969,Salt Lake City,UT,84101,40.745327,-111.89609,354000.0,1.0,2.0,1050.0,SINGLE_FAMILY,347000.0,USA,370100.0,,,https://www.zillow.com/homedetails/167-W-Goltz-Ave-Salt-Lake-City-UT-84101/12739969_zpid/
2072299169,Salt Lake City,UT,84103,40.781,-111.850716,1659900.0,4.0,5.0,5959.0,SINGLE_FAMILY,1601000.0,USA,,,,https://www.zillow.com/homedetails/1298-E-Chandler-Dr-N-Salt-Lake-City-UT-84103/2072299169_zpid/
12751656,West Valley City,UT,84119,40.692207,-111.941444,299000.0,2.0,2.0,960.0,TOWNHOUSE,299100.0,USA,248800.0,,,https://www.zillow.com/homedetails/3689-S-1950-W-APT-16-West-Valley-UT-84119/12751656_zpid/
12721836,Salt Lake City,UT,84103,40.780586,-111.85277,3200000.0,4.0,4.0,4928.0,SINGLE_FAMILY,3078400.0,USA,1619400.0,,,https://www.zillow.com/homedetails/1231-E-Chandler-Cir-Salt-Lake-City-UT-84103/12721836_zpid/
2071425498,Orem,UT,84097,40.29337,-111.67926,460000.0,3.0,5.0,2187.0,SINGLE_FAMILY,471500.0,USA,,,,https://www.zillow.com/homedetails/176-S-Ellis-Dr-Orem-UT-84097/2071425498_zpid/
69225233,Salt Lake City,UT,84102,40.762493,-111.86324,375000.0,1.0,2.0,802.0,SINGLE_FAMILY,375100.0,USA,362800.0,,,https://www.zillow.com/homedetails/964-E-300-S-Salt-Lake-City-UT-84102/69225233_zpid/
341197551,Salt Lake City,UT,84116,40.782883,-111.92635,237400.0,1.0,2.0,916.0,CONDO,238300.0,USA,,,,https://www.zillow.com/homedetails/632-N-Oakley-St-W-C-203-Salt-Lake-City-UT-84116/341197551_zpid/
12768802,Salt Lake City,UT,84108,40.728123,-111.8348,769000.0,2.0,4.0,1968.0,SINGLE_FAMILY,781100.0,USA,647200.0,,,https://www.zillow.com/homedetails/1954-E-Ramona-Ave-Salt-Lake-City-UT-84108/12768802_zpid/
347340008,Salt Lake City,UT,84104,40.7441,-111.93901,356200.0,3.0,2.0,1259.0,TOWNHOUSE,357600.0,USA,,True,NEW_CONSTRUCTION_TYPE_OTHER,https://www.zillow.com/homedetails/1146-S-Redwood-Rd-C302-Salt-Lake-City-UT-84104/347340008_zpid/
12768093,Salt Lake City,UT,84105,40.726135,-111.846565,675000.0,2.0,3.0,1908.0,SINGLE_FAMILY,657300.0,USA,573100.0,,,https://www.zillow.com/homedetails/1545-E-2100-S-Salt-Lake-City-UT-84105/12768093_zpid/
12771073,Salt Lake City,UT,84105,40.728516,-111.859276,890000.0,3.0,5.0,2332.0,SINGLE_FAMILY,901000.0,USA,555500.0,,,https://www.zillow.com/homedetails/1917-S-1100-E-Salt-Lake-City-UT-84105/12771073_zpid/
63341287,Salt Lake City,UT,84101,40.763344,-111.90102,375000.0,1.0,1.0,531.0,CONDO,,USA,307500.0,,,https://www.zillow.com/homedetails/336-W-300-S-215-Salt-Lake-City-UT-84101/63341287_zpid/
12717942,Salt Lake City,UT,84103,40.78381,-111.885445,2200000.0,3.0,3.0,3042.0,SINGLE_FAMILY,2140300.0,USA,1248900.0,,,https://www.zillow.com/homedetails/680-N-Eastcapitol-Blvd-Salt-Lake-City-UT-84103/12717942_zpid/
12764680,Salt Lake City,UT,84108,40.73553,-111.830475,850000.0,2.0,3.0,1720.0,SINGLE_FAMILY,866300.0,USA,610900.0,,,https://www.zillow.com/homedetails/1567-S-2100-E-Salt-Lake-City-UT-84108/12764680_zpid/
346268700,Salt Lake City,UT,84102,40.769356,-111.856,2800000.0,4.0,4.0,5129.0,SINGLE_FAMILY,2794400.0,USA,,,,https://www.zillow.com/homedetails/1219-E-S-Temple-Salt-Lake-City-UT-84102/346268700_zpid/
72630843,Salt Lake City,UT,84118,40.658897,-112.0259,690000.0,4.0,5.0,3938.0,SINGLE_FAMILY,688600.0,USA,596800.0,,,https://www.zillow.com/homedetails/5652-W-Piney-Ridge-Dr-Salt-Lake-City-UT-84118/72630843_zpid/
12756666,Salt Lake City,UT,84111,40.753548,-111.88129,285000.0,2.0,3.0,970.0,CONDO,279500.0,USA,252400.0,,,https://www.zillow.com/homedetails/350-E-700-S-309-Salt-Lake-City-UT-84111/12756666_zpid/
2071958143,Salt Lake City,UT,84108,40.748047,-111.840324,2390000.0,4.0,5.0,5230.0,SINGLE_FAMILY,2406800.0,USA,,,,https://www.zillow.com/homedetails/1761-E-Michigan-Ave-S-Salt-Lake-City-UT-84108/2071958143_zpid/
12720941,Salt Lake City,UT,84103,40.77033,-111.86881,850000.0,2.0,5.0,2894.0,SINGLE_FAMILY,841700.0,USA,682700.0,,,https://www.zillow.com/homedetails/688-E-1st-Ave-Salt-Lake-City-UT-84103/12720941_zpid/
2110240604,Orem,UT,84058,40.273083,-111.72367,285000.0,1.0,2.0,997.0,CONDO,284900.0,USA,,,,https://www.zillow.com/homedetails/1321-S-1200-W-Orem-UT-84058/2110240604_zpid/
12779717,Salt Lake City,UT,84109,40.724457,-111.80668,1100000.0,3.0,4.0,2692.0,SINGLE_FAMILY,,USA,889300.0,,,https://www.zillow.com/homedetails/2145-S-Belaire-Dr-Salt-Lake-City-UT-84109/12779717_zpid/
12776088,Salt Lake City,UT,84106,40.71796,-111.856415,950000.0,4.0,5.0,2989.0,SINGLE_FAMILY,965800.0,USA,765900.0,,,https://www.zillow.com/homedetails/2469-S-Highland-Dr-Salt-Lake-City-UT-84106/12776088_zpid/
12723719,West Valley City,UT,84120,40.697575,-112.01679,579999.0,4.0,7.0,3400.0,SINGLE_FAMILY,572200.0,USA,475300.0,,,https://www.zillow.com/homedetails/5261-W-Sunshine-Dr-West-Valley-City-UT-84120/12723719_zpid/
12813461,West Valley City,UT,84120,40.67608,-111.9811,400000.0,1.0,3.0,1232.0,SINGLE_FAMILY,401700.0,USA,281700.0,,,https://www.zillow.com/homedetails/4350-S-3760-W-West-Valley-City-UT-84120/12813461_zpid/
2055233843,West Valley City,UT,84119,40.687393,-111.953026,775000.0,3.0,3.0,4244.0,SINGLE_FAMILY,777300.0,USA,,,,https://www.zillow.com/homedetails/3884-S-Treasure-Isle-Rd-221-West-Valley-City-UT-84119/2055233843_zpid/
12746695,West Valley City,UT,84120,40.703423,-111.99352,364999.0,1.0,3.0,928.0,SINGLE_FAMILY,356000.0,USA,281700.0,,,https://www.zillow.com/homedetails/3125-S-4300-W-West-Valley-City-UT-84120/12746695_zpid/
12779578,Salt Lake City,UT,84109,40.723724,-111.81301,650000.0,3.0,3.0,2802.0,TOWNHOUSE,659200.0,USA,523700.0,,,https://www.zillow.com/homedetails/2186-S-Wasatch-Dr-Salt-Lake-City-UT-84109/12779578_zpid/
12714745,Salt Lake City,UT,84116,40.777107,-111.92592,399000.0,2.0,4.0,1500.0,SINGLE_FAMILY,396500.0,USA,325500.0,,,https://www.zillow.com/homedetails/345-N-1200-W-Salt-Lake-City-UT-84116/12714745_zpid/
12757095,Salt Lake City,UT,84111,40.748928,-111.88124,750000.0,3.0,7.0,2996.0,SINGLE_FAMILY,754700.0,USA,505800.0,,,https://www.zillow.com/homedetails/341-E-Hubbard-Ave-Salt-Lake-City-UT-84111/12757095_zpid/
12798433,West Valley City,UT,84120,40.67069,-112.01649,449000.0,1.0,3.0,1420.0,SINGLE_FAMILY,447200.0,USA,363300.0,,,https://www.zillow.com/homedetails/5257-W-Conewood-St-West-Valley-City-UT-84120/12798433_zpid/
12777017,Salt Lake City,UT,84106,40.720238,-111.83874,2750000.0,5.0,3.0,6277.0,SINGLE_FAMILY,2665300.0,USA,2169600.0,,,https://www.zillow.com/homedetails/2328-S-Wellington-St-Salt-Lake-City-UT-84106/12777017_zpid/
12775175,Salt Lake City,UT,84106,40.722385,-111.87008,949000.0,2.0,4.0,3500.0,SINGLE_FAMILY,,USA,694800.0,,,https://www.zillow.com/homedetails/2228-S-Lake-St-Salt-Lake-City-UT-84106/12775175_zpid/
11934038,Orem,UT,84057,40.31265,-111.69387,459000.0,2.0,4.0,1440.0,SINGLE_FAMILY,475200.0,USA,230100.0,,,https://www.zillow.com/homedetails/843-N-75-E-Orem-UT-84057/11934038_zpid/
12769866,Salt Lake City,UT,84105,40.73759,-111.855865,949900.0,4.0,4.0,3624.0,SINGLE_FAMILY,936700.0,USA,893700.0,,,https://www.zillow.com/homedetails/1231-E-Emerson-Ave-Salt-Lake-City-UT-84105/12769866_zpid/
12736691,Salt Lake City,UT,84104,40.75973,-111.91616,400000.0,2.0,3.0,1326.0,SINGLE_FAMILY,393100.0,USA,401300.0,,,https://www.zillow.com/homedetails/866-W-Pacific-Ave-Salt-Lake-City-UT-84104/12736691_zpid/
61167438,West Valley City,UT,84119,40.701546,-111.93451,328000.0,2.0,2.0,855.0,TOWNHOUSE,324200.0,USA,284800.0,,,https://www.zillow.com/homedetails/3230-S-1510-W-UNIT-6C-West-Valley-UT-84119/61167438_zpid/
82730990,Orem,UT,84097,40.2723,-111.66865,7800000.0,9.0,4.0,13564.0,SINGLE_FAMILY,,USA,3140500.0,,,https://www.zillow.com/homedetails/1343-S-1100-E-Orem-UT-84097/82730990_zpid/
12763878,Salt Lake City,UT,84108,40.737396,-111.811195,1500000.0,3.0,3.0,5046.0,SINGLE_FAMILY,1483600.0,USA,1061400.0,,,https://www.zillow.com/homedetails/2784-E-Lancaster-Dr-Salt-Lake-City-UT-84108/12763878_zpid/
12732008,West Valley City,UT,84128,40.689014,-112.04885,480000.0,2.0,5.0,2340.0,SINGLE_FAMILY,489500.0,USA,383800.0,,,https://www.zillow.com/homedetails/3819-S-6620-W-West-Valley-City-UT-84128/12732008_zpid/
12771252,Salt Lake City,UT,84115,40.7385,-111.8901,385000.0,1.0,2.0,648.0,SINGLE_FAMILY,374300.0,USA,280600.0,,,https://www.zillow.com/homedetails/25-E-Cleveland-Ave-Salt-Lake-City-UT-84115/12771252_zpid/
11946358,Orem,UT,84057,40.30978,-111.70998,442000.0,2.0,4.0,1232.0,SINGLE_FAMILY,432800.0,USA,182200.0,,,https://www.zillow.com/homedetails/686-N-600-W-Orem-UT-84057/11946358_zpid/
12710282,Salt Lake City,UT,84116,40.79559,-111.92263,399900.0,2.0,3.0,1332.0,SINGLE_FAMILY,,USA,324700.0,,,https://www.zillow.com/homedetails/1228-N-Nocturne-Dr-Salt-Lake-City-UT-84116/12710282_zpid/
12766242,Salt Lake City,UT,84108,40.727947,-111.81576,850000.0,2.0,4.0,2649.0,SINGLE_FAMILY,814700.0,USA,713700.0,,,https://www.zillow.com/homedetails/1945-S-2600-E-Salt-Lake-City-UT-84108/12766242_zpid/
12720741,Salt Lake City,UT,84103,40.775593,-111.86595,924500.0,2.0,4.0,2249.0,SINGLE_FAMILY,899800.0,USA,408200.0,,,https://www.zillow.com/homedetails/267-N-M-St-Salt-Lake-City-UT-84103/12720741_zpid/
2071444596,West Valley City,UT,84120,40.707047,-111.98827,484900.0,2.0,3.0,1996.0,SINGLE_FAMILY,493500.0,USA,,,,https://www.zillow.com/homedetails/4067-W-Wendy-Ave-S-West-Valley-City-UT-84120/2071444596_zpid/
2068452217,Salt Lake City,UT,84101,40.7632,-111.892685,539900.0,2.0,2.0,1506.0,CONDO,542500.0,USA,,,,https://www.zillow.com/homedetails/48-W-Broadway-APT-1401-Salt-Lake-City-UT-84101/2068452217_zpid/
12772824,Salt Lake City,UT,84115,40.732483,-111.88119,423500.0,1.0,3.0,1215.0,SINGLE_FAMILY,418800.0,USA,304600.0,,,https://www.zillow.com/homedetails/339-E-Wilson-Ave-Salt-Lake-City-UT-84115/12772824_zpid/
61166845,West Valley City,UT,84128,40.70602,-112.059074,630000.0,3.0,6.0,3751.0,SINGLE_FAMILY,633100.0,USA,497100.0,,,https://www.zillow.com/homedetails/2984-S-Dove-Tail-Dr-West-Valley-City-UT-84128/61166845_zpid/
12758719,Salt Lake City,UT,84102,40.753403,-111.86041,810000.0,3.0,3.0,2607.0,SINGLE_FAMILY,794200.0,USA,761200.0,,,https://www.zillow.com/homedetails/721-S-McClelland-St-Salt-Lake-City-UT-84102/12758719_zpid/
12717471,Salt Lake City,UT,84103,40.798176,-111.882286,3400000.0,5.0,5.0,7322.0,SINGLE_FAMILY,3123500.0,USA,3031290.0,,,https://www.zillow.com/homedetails/1302-N-Oak-Forest-Rd-Salt-Lake-City-UT-84103/12717471_zpid/
89421897,Salt Lake City,UT,84111,40.763115,-111.87905,410000.0,2.0,2.0,864.0,CONDO,403700.0,USA,370700.0,,,https://www.zillow.com/homedetails/415-E-300-S-APT-2-Salt-Lake-City-UT-84111/89421897_zpid/
89418613,Salt Lake City,UT,84102,40.752277,-111.86317,369999.0,2.0,2.0,967.0,CONDO,357900.0,USA,392400.0,,,https://www.zillow.com/homedetails/963-E-800-S-APT-106-Salt-Lake-City-UT-84102/89418613_zpid/
2072635338,Salt Lake City,UT,84116,40.78553,-111.926796,532000.0,2.0,4.0,1536.0,SINGLE_FAMILY,553300.0,USA,,,,https://www.zillow.com/homedetails/735-N-Oakley-St-W-Salt-Lake-City-UT-84116/2072635338_zpid/
118556251,Salt Lake City,UT,84108,40.7332,-111.828064,2150000.0,4.0,5.0,5275.0,SINGLE_FAMILY,2102700.0,USA,1984400.0,,,https://www.zillow.com/homedetails/1715-S-Soleil-Cv-Salt-Lake-City-UT-84108/118556251_zpid/
12711201,Salt Lake City,UT,84116,40.784573,-111.9277,480000.0,2.0,3.0,1768.0,SINGLE_FAMILY,499700.0,USA,381300.0,,,https://www.zillow.com/homedetails/1273-W-Lafayette-Dr-Salt-Lake-City-UT-84116/12711201_zpid/
52835182,Salt Lake City,UT,84118,40.63427,-112.04188,555000.0,2.0,4.0,2602.0,SINGLE_FAMILY,569000.0,USA,465300.0,,,https://www.zillow.com/homedetails/6416-S-High-Bluff-Dr-Salt-Lake-City-UT-84118/52835182_zpid/
12715198,Salt Lake City,UT,84116,40.778877,-111.917366,519900.0,3.0,4.0,1602.0,SINGLE_FAMILY,528500.0,USA,226900.0,,,https://www.zillow.com/homedetails/435-N-900-W-Salt-Lake-City-UT-84116/12715198_zpid/
